cat_0;cat_1;cat_2;cat_3;cat_4;cat_5;cat_full;Link;Nome
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Flashes para Celular;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Flashes para Celular_#NULLO#;https://www.amazon.com.br/Clipe-Light-Selfie-Celular-Branco/dp/B097HR5FDF;Mini Clipe Ring Light Selfie Anel Luz Para Celular (Branco)
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Flashes para Celular;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Flashes para Celular_#NULLO#;https://www.amazon.com.br/preenchimento-brilhante-ajustável-telefones-fotografia/dp/B09JDLPFVL;Lâmpada de preenchimento de LED, anel de luz LED 5600K brilhante ajustável para a maioria dos telefones celulares e tablets para fotografia de filmes e televisão para mulheres
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Flashes para Celular;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Flashes para Celular_#NULLO#;https://www.amazon.com.br/Protector-Anti-Theft-Smartphone-Electronic-Protection/dp/B0C3C4MW7S;Faraday Box & 2 Pack Faraday Bag, Keyless Entry Car Key Protector Faraday Pouch RFID Anti-Theft Signal Blocking Gaiolas, Smartphone Electronic Devices Privacy Protection
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Flashes para Celular;Flashes Externos;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Flashes para Celular_Flashes Externos;https://www.amazon.com.br/ifundom-Telefone-Fotografia-Celular-Grampear/dp/B0CN3HGJS9;ifundom 4 Pcs Luz De Beleza Do Telefone Móvel Luz Da Fotografia Luzes De Selfie Do Telefone Celular Círculo De Luz De Selfie O Anel Claro Luz Da Câmera Bateria De Lítio Branco Grampear
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Flashes para Celular;Luzes de Selfie;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Flashes para Celular_Luzes de Selfie;https://www.amazon.com.br/UKCOCO-Telefone-Fotografia-Pequena-Lâmpada/dp/B0CLJFZG9K;UKCOCO 3 Pecas Luz De Beleza Do Telefone Móvel Luz Do Laptop Luz Do Telefone Luz Da Fotografia Bastão De Selfie Com Luz Anel De Luz Pequena Lâmpada Redonda Bateria De Lítio Celular Branco
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Gimbals e Estabilizadores Portáteis;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Gimbals e Estabilizadores Portáteis_#NULLO#;https://www.amazon.com.br/Zhiyun-Stabilizer-Smartphone-Estabilizador-compatível/dp/B09LQKKXL4?th=1;Zhiyun Estabilizador gimbal Smooth 5 para smartphone, gimbal portátil de 3 eixos, estabilizador portátil para vloging, YouTube, Tiktok, vídeo ao vivo compatível com iPhone e Android
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Gimbals e Estabilizadores Portáteis;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Gimbals e Estabilizadores Portáteis_#NULLO#;https://www.amazon.com.br/PULUZ-transmissão-equipamento-estabilizador-profissional/dp/B097PX5BDM;PULUZ Tripé de transmissão ao vivo com Bluetooth, equipamento de vídeo, estabilizador de pega, capa para gravação de filmes Vlogging para celular, iPhone, filmagem, videomaker profissional
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Gimbals e Estabilizadores Portáteis;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Gimbals e Estabilizadores Portáteis_#NULLO#;https://www.amazon.com.br/hohem-Estabilizador-Smartphone-estabilizador-introdução/dp/B0CDX2ZKZH;hohem Estabilizador gimbal iSteady XE para Smartphone, Gimbal de telefone de 3 eixos 2023, estabilizador dobrável ultraleve para Android e iPhone 14 Pro Max, introdução de uma tecla,
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Gimbals e Estabilizadores Portáteis;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Gimbals e Estabilizadores Portáteis_#NULLO#;https://www.amazon.com.br/Suporte-Manual-Celular-Carregamento-Indução/dp/B08FVNG7C1;Suporte Manual para Celular com Carregamento por Indução - Ulanzi U-Rig Wireless
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Gimbals e Estabilizadores Portáteis;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Gimbals e Estabilizadores Portáteis_#NULLO#;https://www.amazon.com.br/Estabilizador-Wensot-Smartphone-Extensível-Bluetooth/dp/B0933GK41S;Estabilizador Wensot Gimbal para Smartphone com Tripé Extensível de Selfie Stick, Controle Remoto sem Fio Bluetooth e Estabilizador de Vídeo do Telefone Portátil, O Smartphone Gimbal Suit para iPhone, Samsung, Telefone Android
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Gimbals e Estabilizadores Portáteis;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Gimbals e Estabilizadores Portáteis_#NULLO#;https://www.amazon.com.br/Capability-Handheld-Stabilizer-Smartphone-Samsung/dp/B0BJDJPM34?th=1;Zhiyun Smooth 5S Combo 3-Axis Focus Pull & Zoom Capability Handheld Gimbal Stabilizer para Smartphone Like iPhone 13 12 11 X 8 7 Plus 6 Plus Samsung Galaxy S8+ S8 S7 S6 S5
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Gimbals e Estabilizadores Portáteis;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Gimbals e Estabilizadores Portáteis_#NULLO#;https://www.amazon.com.br/DJI-OM-Estabilizador-smartphone-aderência/dp/B08CMVGVQY?th=1;DJI OM 4 – Estabilizador portátil de 3 eixos para smartphone com tripé de aderência Vlog YouTube Live Video para iPhone Android
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Gimbals e Estabilizadores Portáteis;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Gimbals e Estabilizadores Portáteis_#NULLO#;https://www.amazon.com.br/Suporte-espelho-smartphone-suporte-telefone/dp/B09XHKP49N;Suporte de espelho de selfie para smartphone com suporte de telefone
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Kits de Foto e Vídeo;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Kits de Foto e Vídeo_#NULLO#;https://www.amazon.com.br/Kit-Youtuber-5x1-Bluetooth-Universal/dp/B07ZHLPQ45;Kit Youtuber 5x1 - Tripé 1,20 Metro + Mini Tripé Gekkopod + Monopod + Controle Bluetooth + Suporte Universal
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Tripés;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Tripés_#NULLO#;https://www.amazon.com.br/HOCO-LV03-TRIPÉ-COM-PARA-SMARTPHONES/dp/B08JQ1XL4Y;"HOCO - LV03-TRIPÉ COM LUZ PARA SMARTPHONES DE 4,7"" A 6,5""-BK"
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Tripés;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Tripés_#NULLO#;https://www.amazon.com.br/Suporte-Celular-Smartphone-Portátil-AJUSTAVEL/dp/B0CH4CG34F?th=1;Suporte Tripé Celular Smartphone Portátil Selfie 360º ROCK AJUSTAVEL SUPORTE DE MESA APOIO TABLET (PRETO)
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Tripés;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Tripés_#NULLO#;https://www.amazon.com.br/portátil-controle-removível-Android-Smartphone/dp/B086ZM44D5?th=1;Bastão de selfie portátil, tripé portátil para celular com controle remoto sem fio destacável, tripé para iPhone 14 13 12 11 pro Xs Max XR X 8 7 Plus, Android Moto Samsung Google Smartphone, mais
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Tripés;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Tripés_#NULLO#;https://www.amazon.com.br/Greika-WT-08-Adaptador-Smartphones-Compacto/dp/B07CW4FFXG;Adaptador Para Fotos Selfie com Smartphones Compacto e Dobrável, Greika WT-08, Preto
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Tripés;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Tripés_#NULLO#;https://www.amazon.com.br/Suporte-Celular-Smartphone-Portátil-AJUSTAVEL/dp/B0CH49S5QN;Suporte Tripé Celular Smartphone Portátil Selfie 360º ROCK AJUSTAVEL SUPORTE DE MESA APOIO TABLET (BRANCO)
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Tripés;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Tripés_#NULLO#;https://www.amazon.com.br/NICERIO-Suporte-Plástico-Smartphone-Fotografia/dp/B083XLYKLF;NICERIO Suporte de Tripé Plástico para Celular com Suporte para Smartphone com Rotação de 360 graus para Smartphone Fotografia de Celular (Preto)
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Tripés;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Tripés_#NULLO#;https://www.amazon.com.br/Celular-Bastão-Controle-Bluetooth-Youtuber/dp/B07RZBT9K2;Tripé Celular Bastão Selfie Com Controle Bluetooth Youtuber
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios de Foto e Vídeo;Tripés;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios de Foto e Vídeo_Tripés_#NULLO#;https://www.amazon.com.br/Zyyini-smartphone-adaptador-horizontal-transmissão/dp/B098R42N1T;Zyyini Suporte para smartphone, clipe para celular ao vivo, adaptador de tripé horizontal e vertical, suporte de tripé para celular com cold shoe, para transmissão ao vivo e selfie ou vídeo
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_#NULLO#_#NULLO#;https://www.amazon.com.br/KONTONTY-Controlador-Acessórios-Silicone-Protetor/dp/B0CK99J862;KONTONTY Rosa Caso Controlador Acessórios Acessórios Lidar Com Caso De Silicone Caso Protetor Apêndice Controlador Controlador Peles
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_#NULLO#_#NULLO#;https://www.amazon.com.br/Console-integrado-polegadas-sistema-clássicos/dp/B0CNWK7Z8Q;Mini Game Video Game Console de bolso para jogos RG36S, cartão TF de 64 GB integrado, tela IPS de 3,5 polegadas, sistema Linux retrô, suporte a mais de 5400 jogos clássicos, gamepad sem fio 2.4G, TV, monitor - Preto.
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_#NULLO#_#NULLO#;https://www.amazon.com.br/KONTONTY-Controlador-Acessórios-Protetora-Camuflagem/dp/B0CK9ML3RM;KONTONTY Caso Do Controlador Capa Do Controlador Acessórios Do Controlador Lidar Com Caso De Silicone Capa Protetora Escudo Camuflagem Controlador Skins Acessórios
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/Vídeo-Game-Retro-Controles-Modelo/dp/B0BD68TBSC;Vídeo Game Retro 34 Mil jogos 64 GB 2 Controles Modelo PS1
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/Vídeo-Display-Clássico-Monitor-Projetor/dp/B0BJD66JXN;Vídeo Game Retrô 4K 32G com 5.000 Jogos, HD Display, Vídeo Game Stick para PS1/GBA/FC/MD, Clássico Retro Video Game Retrô Lite para Monitor de Projetor de TV
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/telefone-espalhador-aquecimento-smartphone-Novent/dp/B0C73CZFCD;Cooler para telefone,Mantenha o telefone fresco | O espalhador resolve o aquecimento, absorve o calor, prolonga a vida útil da bateria, uso repetido para tablet, telefone, smartphone Novent
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/Tempaty-Bluetooth-diretamente-conectado-embalagem/dp/B0BNKGDK5G;Tempaty X3 gamepad sem fio Bluetooth está diretamente conectado ao sistema Android IOS comendo frango jogo X3 celular gamepad Bluetooth Alça + suporte + embalagem (botão de disco)
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/nwejron-Controle-controle-telefone-tablets/dp/B096T6ZW7J;Controle de jogo, controle de telefone, mini PC para tablets celular iOS (preto, 12)
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/ACAGALA-Ampown-controles-console-player/dp/B0BC11PVPK;ACAGALA Ampown U9 TV Game Stick com dois controles sem fio 2.4G retrô console de jogos de vídeo game player caixa de jogos
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/lifcasual-PG-9087S-controlador-extensível-joysticker/dp/B0B5L7DJ2D;lifcasual PG-9087S console sem fio BT controlador de gamepad extensível retrátil gatilho móvel joysticker controlador de jogo para celular pc smart tv tablet
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/Vídeo-Display-Clássico-Monitor-Projetor/dp/B0BR41J6X5?th=1;Vídeo Game Retrô 4K 64G com 5.000 Jogos, HD Display, WiFi Vídeo Game para PS1/GBA/FC/MD, Clássico Retro Video Game Retrô Lite para Monitor de Projetor de TV
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/controlador-gamepad-bluetooth-vibração-construído/dp/B0B43N4514;8039 controlador de gamepad sem fio bluetooth com luz de fundo rgb e 2 motores de vibração, construído em bateria de lítio 800 mah, para ps4, console de jogos ps3
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Controles;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Controles_#NULLO#;https://www.amazon.com.br/SH-RuiDu-Controlador-Carregador-Controller-carregamento/dp/B08ZSS2C2X;SH-RuiDu Controlador Carregador Gamepad Dual Controller, Base de carregamento compatível com controles PS5
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Acessórios para Jogos;Joysticks;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Acessórios para Jogos_Joysticks_#NULLO#;https://www.amazon.com.br/Veemoon-ventilador-refrigeração-refrigerador-smartphone/dp/B0CTRSGKGH;Veemoon 4 Pcs ventilador de refrigeração do telefone móvel refrigerador de smartphone ventilador de celular fã refrigerador de telefone radiador de telefone sem fio resfriador
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Amplificadores de Sinal;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Amplificadores de Sinal_#NULLO#_#NULLO#;https://www.amazon.com.br/Amplificadores-Telefone-Adesivos-Recepção-Aprimoramento/dp/B0CCBSCSY2;Amplificadores de Sinal de Telefone Celular, 5PCS Adesivos de Reforço de Recepção de Antena de Sinal Adesivos de Aprimoramento de Sinal de Telefone - Melhore o Sinal do Seu Celular
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Amplificadores de Sinal;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Amplificadores de Sinal_#NULLO#_#NULLO#;https://www.amazon.com.br/Adesivos-Aprimoramento-Telefone-Elevadores-Acampamento/dp/B0BVKW7FYV;Adesivos de Aprimoramento de Sinal de Telefone Celular 5PCS, Adesivos de Reforço de Antena de Sinal Verde PCB, Telefone Celular/Rádios/Bipes, para Elevadores de Acampamento e
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Amplificadores de Sinal;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Amplificadores de Sinal_#NULLO#_#NULLO#;https://www.amazon.com.br/etiqueta-impulsionador-adesivos-telefones-celulares/dp/B0B55BTD6V?th=1;10 Pcs 10pcs etiqueta do impulsionador do sinal do celular adesivo,10 pcs reforço sinal para telefones celulares móveis - Adesivo aprimoramento sinal compacto para Littryee
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Amplificadores de Sinal;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Amplificadores de Sinal_#NULLO#_#NULLO#;https://www.amazon.com.br/Telefone-Unidades-Campainhas-Adesivos-Aprimoramento/dp/B0BVKW9ZWY;Adesivo de Reforço de Sinal de Telefone Celular, 5 Unidades de Walkie Talkies de Celular, Campainhas, Adesivos de Aprimoramento de Sinal, para Melhorar o Sinal de Telefone, para
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Amplificadores de Sinal;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Amplificadores de Sinal_#NULLO#_#NULLO#;https://www.amazon.com.br/Adesivos-Telefone-Eletricidade-Aprimoramento-Universais/dp/B0BXSZNJYY;5 PCS Adesivos de Sinal de Telefone Celular, Recepção de Adesivos de Sinal de Telefone e Redução de Eletricidade Estática, Adesivos de Aprimoramento de Sinal Universais para
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Amplificadores de Sinal;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Amplificadores de Sinal_#NULLO#_#NULLO#;https://www.amazon.com.br/Adesivo-Reforço-Portátil-Adesivos-Elevadores/dp/B0C9FM6S54;5pcs Adesivo de Reforço de Sinal de Celular Portátil Adesivos de Reforço de Sinal para Elevadores
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Amplificadores de Sinal;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Amplificadores de Sinal_#NULLO#_#NULLO#;https://www.amazon.com.br/Unidades-Adesivos-Telefone-Aprimoramento-Montanhismo/dp/B0C1W7436D;5 Unidades de Adesivos de Sinal de Telefone, Adesivos de Aprimoramento de Sinal de Celular, Reforço de Sinal Adesivo para Celular para Viagens, Montanhismo
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Amplificadores de Sinal;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Amplificadores de Sinal_#NULLO#_#NULLO#;https://www.amazon.com.br/Adesivos-Aprimoramento-Ferramenta-Montanhismo-Elevadores/dp/B0BV2YYDSH;5 Adesivos de Aprimoramento de Sinal de Telefone Celular PCS, Ferramenta de Adesivo de Reforço de Antena de Sinal, Melhorar o Sinal Em Túneis de Montanhismo de Elevadores
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Amplificadores de Sinal;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Amplificadores de Sinal_#NULLO#_#NULLO#;https://www.amazon.com.br/conjunto-Aprimoramento-Telefone-Elevadores-Edifícios/dp/B0C7BK4YHH;5 Pçs/conjunto Adesivo De Aprimoramento De Sinal De Telefone Celular Portátil Adesivos De Reforço De Sinal Para Elevadores Carros Edifícios
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Apoios;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Apoios_#NULLO#_#NULLO#;https://www.amazon.com.br/MERRYHAPY-adesivas-celular-telefone-carregador/dp/B0CCMW1464;MERRYHAPY 8 peças adesivas para celular com ventosa de sucção para carro, suporte de telefone para celular no veículo, carregador, capa de telefone com adesivo para telefone com sucção
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Apoios;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Apoios_#NULLO#_#NULLO#;https://www.amazon.com.br/Kiboule-Suporte-compatível-carregador-telefone/dp/B0CDRKRFQH;Kiboule Suporte de suporte compatível com carregador Suporte de mesa Suporte de celular compatível com telefone 12
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Apoios;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Apoios_#NULLO#_#NULLO#;https://www.amazon.com.br/PartyKindom-ajustável-antiderrapante-smartphone-carregamento/dp/B097ZGC4CN;Estações De Carregamento De Telefone Suporte Para Celular De Mesa Suporte Móvel De Mesa Suporte De Telefone Portátil Ajustável Base Para Smartphone Caixa De Armazenamento
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Apoios;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Apoios_#NULLO#_#NULLO#;https://www.amazon.com.br/MOUMOUTEN-Organizador-Universal-Smartphone-Escritório/dp/B0C7JYL2WX;MOUMOUTEN Suporte Para Celular De Madeira, Suporte Para Tablet, Suporte Para Exibição De Celular, Organizador De Mesa, Suporte Universal Para Smartphone Para Escritório De Cabeceira(marrom)
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Apoios;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Apoios_#NULLO#_#NULLO#;https://www.amazon.com.br/Transmissor-Ajustável-Resistente-Profissional-Telefones/dp/B0CJ1ZC98B;Montagem do Telefone do Transmissor, Suporte do Telefone Ajustável Resistente Fácil de Limpar Fácil de Instalar Profissional para Telefones 5.5 e Acima (Preto)
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Apoios;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Apoios_#NULLO#_#NULLO#;https://www.amazon.com.br/Adaptador-Smartphone-Preguiçoso-Acessório-Telefone/dp/B08SMHKZRD;Adaptador De Tripé Para Smartphone Suporte Para Smartphone Suporte De Tablet Preguiçoso Suporte Para Tablet Acessório Para Tripé De Telefone Vertical Girar O Preguiçoso
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Apoios;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Apoios_#NULLO#_#NULLO#;https://www.amazon.com.br/Suporte-Elago-cinza-escuro-gerenciamento/dp/B00V80ZQ5K;Suporte Elago M2 [cinza escuro] – [alumínio premium][angulado para chamadas de vídeo][gerenciamento de cabos] – para todos os iPhones, Galaxy e outros smartphones
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Apoios;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Apoios_#NULLO#_#NULLO#;https://www.amazon.com.br/bloqueador-computador-ampliação-portátil-ultra-claro/dp/B09W8VC8BP;Lupa de tela de laptop, bloqueador de luz azul de tela de computador, tela de ampliação de computador portátil para laptop Blu-Ray 3X ultra-claro lupa para leitura para suporte de lapto
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Apoios;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Apoios_#NULLO#_#NULLO#;https://www.amazon.com.br/Suporte-Celular-Controle-Disparador-Bluetooth/dp/B08XKBGBWB;Suporte para Celular com Controle Disparador Bluetooth - Ulanzi Cor Branco
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Cabos e Adaptadores;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Cabos e Adaptadores_#NULLO#_#NULLO#;https://www.amazon.com.br/Adaptador-receptor-áudio-Receptor-BT5-0/dp/B0BYRS842Y;Adaptador de receptor de áudio,Receptor de áudio BT5.0 - Adaptador sem fio USB para conector de áudio de 3,5 mm para receptor estéreo de carro, transmissor USB Sritob
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Cabos e Adaptadores;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Cabos e Adaptadores_#NULLO#_#NULLO#;https://www.amazon.com.br/Liukouu-magnético-carregamento-celular-telefone/dp/B07VMMWBFJ;Liukouu Cabo magnético de carregamento para celular 3A com linha de dados de telefone celular leve para tipo C (preto)
Eletrônicos e Tecnologia;Celulares e Comunicação;Acessórios;Cabos e Adaptadores;#NULLO#;#NULLO#;Eletrônicos e Tecnologia_Celulares e Comunicação_Acessórios_Cabos e Adaptadores_#NULLO#_#NULLO#;https://www.amazon.com.br/Thboxes-carregamento-Li-ion-Carregador-bateria/dp/B088GW7267;Thboxes Cabo de carregamento Drone HS Cabo de carregamento USB 7.4V 2S Li-ion Carregador de bateria para 18301 18302 18311 18312 1/18 RC peças de carro
